"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-terms","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.024","",""
"https://wealthsimplebonus.ca/fr/tag/referral-conditions","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.022","",""
"https://wealthsimplebonus.ca/fr/category/referral-codes","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.019","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-requirements","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.020","",""
"https://wealthsimplebonus.ca/fr/tag/referral-bonus-eligibility","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.063","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-referral-2026","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.041","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-referral-code","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-bonus","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.060","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-sign-up-bonus","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-promo-code","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.060","",""
"https://wealthsimplebonus.ca/fr/category/comparisons","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.056","",""
"https://wealthsimplebonus.ca/fr/tag/bitcoin-canada","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/fr/tag/crypto-trading","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.020","",""
"https://wealthsimplebonus.ca/fr/tag/newton-vs-shakepay","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.023","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-crypto","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-referral-ladder","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.072","",""
"https://wealthsimplebonus.ca/fr/tag/add-referral-code","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-promotions","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.020","",""
"https://wealthsimplebonus.ca/fr/tag/high-net-worth","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.021","",""
"https://wealthsimplebonus.ca/fr/tag/portfolio-transfer","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.022","",""
"https://wealthsimplebonus.ca/fr/tag/bonus-comparison","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.019","",""
"https://wealthsimplebonus.ca/fr/tag/referral-code","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.055","",""
"https://wealthsimplebonus.ca/fr/tag/existing-clients","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/fr/tag/usd5000-bonus","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.055","",""
"https://wealthsimplebonus.ca/fr/tag/free-tax-software","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-tax","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/fr/tag/canadian-investing","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/fr/category/guides","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-tiers","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.067","",""
"https://wealthsimplebonus.ca/fr/tag/canadian-taxes","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.073","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-vs-questrade","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-premium","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.065","",""
"https://wealthsimplebonus.ca/fr/tag/tax-filing-2026","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-generation","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/fr/tag/trading-fees","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/fr/tag/is-premium-worth-it","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-cash","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.054","",""
"https://wealthsimplebonus.ca/fr/tag/wealthsimple-card","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.060","",""
"https://wealthsimplebonus.ca/fr/tag/brokerage-comparison","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.071","",""
"https://wealthsimplebonus.ca/fr/category/reviews","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/fr/tag/high-interest-savings","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.108","",""
"https://wealthsimplebonus.ca/fr/tag/cash-account-review","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.054","",""
"https://wealthsimplebonus.ca/etiquette/bitcoin-canada","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.056","",""
"https://wealthsimplebonus.ca/etiquette/trading-crypto","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.056","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-crypto","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.067","",""
"https://wealthsimplebonus.ca/etiquette/newton-vs-shakepay","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/categorie/comparaisons","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/prime-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.063","",""
"https://wealthsimplebonus.ca/etiquette/code-de-parrainage-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.065","",""
"https://wealthsimplebonus.ca/etiquette/prime-inscription-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/etiquette/code-promo-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/parrainage-wealthsimple-2026","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.063","",""
"https://wealthsimplebonus.ca/categorie/codes-de-parrainage","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.067","",""
"https://wealthsimplebonus.ca/etiquette/exigences-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.063","",""
"https://wealthsimplebonus.ca/etiquette/conditions-parrainage","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/etiquette/conditions-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.060","",""
"https://wealthsimplebonus.ca/etiquette/admissibilite-prime-parrainage","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/etiquette/valeur-nette-elevee","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/ajouter-code-parrainage","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/transfert-de-portefeuille","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-vs-questrade","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/etiquette/comparaison-courtiers-canadiens","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/etiquette/clients-existants","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.055","",""
"https://wealthsimplebonus.ca/etiquette/trading-actions-canada","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/etiquette/prime-5000usd","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/etiquette/courtier-en-ligne","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/echelle-de-parrainage-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.057","",""
"https://wealthsimplebonus.ca/etiquette/epargne-a-interet-eleve","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.020","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-premium","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.019","",""
"https://wealthsimplebonus.ca/etiquette/gestion-de-patrimoine-canada","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.055","",""
"https://wealthsimplebonus.ca/etiquette/paliers-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.063","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-impot","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/comparaison-des-primes","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/categorie/evaluations","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.058","",""
"https://wealthsimplebonus.ca/etiquette/logiciel-impot-gratuit","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.065","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-cash","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.059","",""
"https://wealthsimplebonus.ca/etiquette/promotions-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.060","",""
"https://wealthsimplebonus.ca/etiquette/code-de-parrainage","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.067","",""
"https://wealthsimplebonus.ca/etiquette/impots-canadiens","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/etiquette/carte-wealthsimple","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.071","",""
"https://wealthsimplebonus.ca/etiquette/production-impots-2026","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.070","",""
"https://wealthsimplebonus.ca/etiquette/evaluation-compte-cash","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.061","",""
"https://wealthsimplebonus.ca/etiquette/wealthsimple-generation","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","0.062","",""
